WBAN,DewPointCelsius,DryBulbCelsius,RelativeHumidity,Visibility,WetBulbCelsius,WindDirection,WindSpeed,Latitude,Longitude,StationHeight,features,prediction
3706,7.567501656726313,13.629178263750845,70.94897282968853,15.056495029821171,10.63398939695163,142.71570576540756,7.72862889330682,38.26667000000058,-77.44916999999988,25.90999999999988,"[7.567501656726313,13.629178263750845,70.94897282968853,15.056495029821171,10.63398939695163,142.71570576540756,7.72862889330682,38.26667000000058,-77.44916999999988,25.90999999999988]",0
3013,0.004130408868757529,11.618184527357252,52.821075217546785,15.204217427583826,5.920210990582904,158.7573012277983,15.479167362021704,38.069999999999766,-102.68806000000036,1128.6700000000105,"[0.004130408868757529,11.618184527357252,52.821075217546785,15.204217427583826,5.920210990582904,158.7573012277983,15.479167362021704,38.069999999999766,-102.68806000000036,1128.6700000000105]",4
3166,9.144491365183411,18.635528803731248,58.658641119374764,14.913206857431058,13.580354216563725,99.01109290306316,4.883958779780657,33.87194000000057,-117.97888999999888,29.259999999999913,"[9.144491365183411,18.635528803731248,58.658641119374764,14.913206857431058,13.580354216563725,99.01109290306316,4.883958779780657,33.87194000000057,-117.97888999999888,29.259999999999913]",0
3725,7.0391899000526115,12.812453971593904,71.48014203051025,13.914875065754961,9.987171225670702,72.27972119936875,4.469460152551287,38.99417000000064,-79.14416999999962,292.6099999999956,"[7.0391899000526115,12.812453971593904,71.48014203051025,13.914875065754961,9.987171225670702,72.27972119936875,4.469460152551287,38.99417000000064,-79.14416999999962,292.6099999999956]",3
3811,9.522709022201239,14.637063060935292,73.97165800661313,14.733982050070942,11.9080715635333,136.67926310817194,9.10594532357108,35.59300000000048,-88.91670000000113,128.6300000000005,"[9.522709022201239,14.637063060935292,73.97165800661313,14.733982050070942,11.9080715635333,136.67926310817194,9.10594532357108,35.59300000000048,-88.91670000000113,128.6300000000005]",0
3017,-1.7625000000000042,9.713752374169042,51.29481244064577,14.955943732193823,4.290016619183286,177.05899810066478,15.786681505223186,39.83280000000013,-104.65750000000085,1655.3700000000067,"[-1.7625000000000042,9.713752374169042,51.29481244064577,14.955943732193823,4.290016619183286,177.05899810066478,15.786681505223186,39.83280000000013,-104.65750000000085,1655.3700000000067]",1
3183,-1.1868002357100766,17.48615203299941,32.92392457277548,15.962622274602346,8.473523865645253,199.28226281673543,19.628684737772534,35.06667000000015,-118.14999999999955,850.7000000000011,"[-1.1868002357100766,17.48615203299941,32.92392457277548,15.962622274602346,8.473523865645253,199.28226281673543,19.628684737772534,35.06667000000015,-118.14999999999955,850.7000000000011]",4
3727,11.831514166279621,16.325319321876474,77.92980724570367,14.548867278216546,13.921452624245244,97.17313051555968,5.5044118671620925,34.97555999999985,-78.36443999999925,45.1100000000004,"[11.831514166279621,16.325319321876474,77.92980724570367,14.548867278216546,13.921452624245244,97.17313051555968,5.5044118671620925,34.97555999999985,-78.36443999999925,45.1100000000004]",0
3972,10.469544721498574,18.722801141297605,62.077471777695074,15.479469668775687,14.082837116983017,163.9046024066493,13.623773725344256,31.08333000000017,-97.68332999999986,258.4700000000011,"[10.469544721498574,18.722801141297605,62.077471777695074,15.479469668775687,14.082837116983017,163.9046024066493,13.623773725344256,31.08333000000017,-97.68332999999986,258.4700000000011]",3
3196,0.7282541258220632,17.598945278570547,40.256607519543365,15.908460727137467,9.407457500930635,123.5810894651942,9.606569673656779,31.420829999999462,-110.84582999999961,1198.4699999999816,"[0.7282541258220632,17.598945278570547,40.256607519543365,15.908460727137467,9.407457500930635,123.5810894651942,9.606569673656779,31.420829999999462,-110.84582999999961,1198.4699999999816]",4
3741,10.12601256983242,16.393819832402237,70.3993831471136,14.969750931098803,13.249918528864074,135.06925046554935,8.411775488826812,35.57027999999992,-77.04972000000096,11.57999999999994,"[10.12601256983242,16.393819832402237,70.3993831471136,14.969750931098803,13.249918528864074,135.06925046554935,8.411775488826812,35.57027999999992,-77.04972000000096,11.57999999999994]",0
3037,4.576723323890462,10.972733711048159,70.26988904627007,15.204670089707376,7.524008498583572,196.55099150141643,18.285038951841386,39.42750000000055,-101.04639000000155,971.0900000000007,"[4.576723323890462,10.972733711048159,70.26988904627007,15.204670089707376,7.524008498583572,196.55099150141643,18.285038951841386,39.42750000000055,-101.04639000000155,971.0900000000007]",4
3171,6.325397937094102,18.59985355914937,51.92416910734751,15.154317458296278,12.330835349547936,116.62740354004839,6.788454093976822,33.95194000000003,-117.4386099999987,253.28999999999948,"[6.325397937094102,18.59985355914937,51.92416910734751,15.154317458296278,12.330835349547936,116.62740354004839,6.788454093976822,33.95194000000003,-117.4386099999987,253.28999999999948]",3
3859,4.976650412603152,11.847874468617153,65.47824456114029,14.538526506626734,8.478344586146537,196.33283320830208,10.811761065266316,37.29579999999988,-81.20769999999943,873.8599999999893,"[4.976650412603152,11.847874468617153,65.47824456114029,14.538526506626734,8.478344586146537,196.33283320830208,10.811761065266316,37.29579999999988,-81.20769999999943,873.8599999999893]",4
3865,8.545995600983309,13.794345969724414,73.46099107258378,19.655256178030864,11.033820675378442,156.93647302367705,10.503521154094944,37.75,-89.0,143.8699999999995,"[8.545995600983309,13.794345969724414,73.46099107258378,19.655256178030864,11.033820675378442,156.93647302367705,10.503521154094944,37.75,-89.0,143.8699999999995]",0
3711,8.058773661595644,14.38107653001976,69.51492277319707,14.274258506561475,11.262344675415168,151.55963302752295,8.31662640808268,36.361389999999346,-78.52889000000091,160.63000000000136,"[8.058773661595644,14.38107653001976,69.51492277319707,14.274258506561475,11.262344675415168,151.55963302752295,8.31662640808268,36.361389999999346,-78.52889000000091,160.63000000000136]",0
3071,5.259692092372291,18.882108700723126,47.609575460695126,15.680788430137737,11.609610450198277,148.64299043620247,14.408315838581771,32.036390000000125,-102.10111000000165,854.3499999999884,"[5.259692092372291,18.882108700723126,47.609575460695126,15.680788430137737,11.609610450198277,148.64299043620247,14.408315838581771,32.036390000000125,-102.10111000000165,854.3499999999884]",4
3184,2.0215066828675567,22.303936816524914,31.896172539489672,15.976253948967297,11.96709599027946,116.55224787363305,8.324264277035232,33.68833000000054,-112.08166999999962,449.8800000000034,"[2.0215066828675567,22.303936816524914,31.896172539489672,15.976253948967297,11.96709599027946,116.55224787363305,8.324264277035232,33.68833000000054,-112.08166999999962,449.8800000000034]",3
3963,5.734870502754021,12.49022032110629,66.5935192780968,14.787306926051881,9.123584905660374,153.10207429977734,10.109179655455286,38.591110000000334,-92.15583000000154,174.6499999999978,"[5.734870502754021,12.49022032110629,66.5935192780968,14.787306926051881,9.123584905660374,153.10207429977734,10.109179655455286,38.591110000000334,-92.15583000000154,174.6499999999978]",0
3180,7.276981132075472,19.67132075471698,50.555849056603776,15.084239622641537,13.075962264150947,173.65471698113208,10.191337735849048,34.10000000000013,-117.78332999999954,308.1500000000004,"[7.276981132075472,19.67132075471698,50.555849056603776,15.084239622641537,13.075962264150947,173.65471698113208,10.191337735849048,34.10000000000013,-117.78332999999954,308.1500000000004]",3
3888,10.185358422939082,15.89348267622461,72.25442054958184,14.601541816009634,12.879946236559142,122.8010752688172,7.186298088410984,33.77917000000036,-84.52139000000122,256.3399999999972,"[10.185358422939082,15.89348267622461,72.25442054958184,14.601541816009634,12.879946236559142,122.8010752688172,7.186298088410984,33.77917000000036,-84.52139000000122,256.3399999999972]",3
4720,2.9791910217442132,7.5550035071311665,75.13356324526538,13.496349076455536,5.425368248772498,201.0790273556231,13.22515665185879,42.15000000000053,-79.25,525.1699999999989,"[2.9791910217442132,7.5550035071311665,75.13356324526538,13.496349076455536,5.425368248772498,201.0790273556231,13.22515665185879,42.15000000000053,-79.25,525.1699999999989]",3
3975,8.711124067164194,14.372230643656714,70.94251399253731,14.369118470149331,11.417688899253736,135.4600046641791,9.552290111940291,36.77249999999942,-90.32471999999865,99.97000000000082,"[8.711124067164194,14.372230643656714,70.94251399253731,14.369118470149331,11.417688899253736,135.4600046641791,9.552290111940291,36.77249999999942,-90.32471999999865,99.97000000000082]",0
4726,3.369127906976747,8.11814534883721,74.44238372093024,13.448356395348908,5.913331395348837,210.4313953488372,14.61164302325582,40.31610999999981,-78.83389000000115,696.1599999999894,"[3.369127906976747,8.11814534883721,74.44238372093024,13.448356395348908,5.913331395348837,210.4313953488372,14.61164302325582,40.31610999999981,-78.83389000000115,696.1599999999894]",3
3991,9.976114761793013,17.436218023938036,65.72864351091293,15.374013729171654,13.199606899788781,160.83313776108895,14.529572283501539,33.20610999999949,-97.19888999999968,195.67999999999648,"[9.976114761793013,17.436218023938036,65.72864351091293,15.374013729171654,13.199606899788781,160.83313776108895,14.529572283501539,33.20610999999949,-97.19888999999968,195.67999999999648]",0
3045,3.721003651784668,13.442254682530344,58.698727765343385,15.324047002002697,8.327641653905058,183.23771940157852,19.69625809871601,36.41388999999984,-100.74972000000038,889.4099999999961,"[3.721003651784668,13.442254682530344,58.698727765343385,15.324047002002697,8.327641653905058,183.23771940157852,19.69625809871601,36.41388999999984,-100.74972000000038,889.4099999999961]",4
3144,4.511169190098534,22.724795722182158,35.96881759192502,15.957981855323347,13.213284066330207,185.2703677000721,10.596211848113436,32.83416999999957,-115.57860999999829,-17.069999999999833,"[4.511169190098534,22.724795722182158,35.96881759192502,15.957981855323347,13.213284066330207,185.2703677000721,10.596211848113436,32.83416999999957,-115.57860999999829,-17.069999999999833]",0
3818,14.019655903841622,19.30740042422814,74.58001414093802,15.317439311807778,16.277875324063164,119.74369549846807,8.387637874145648,30.835559999999788,-85.18389000000019,34.43999999999968,"[14.019655903841622,19.30740042422814,74.58001414093802,15.317439311807778,16.277875324063164,119.74369549846807,8.387637874145648,30.835559999999788,-85.18389000000019,34.43999999999968]",0
3904,13.72147001934237,20.744061895551248,67.80664087685365,15.336308833011051,16.568007736943905,153.90264345583495,13.083724693745973,30.589169999999612,-96.3647199999991,99.97000000000082,"[13.72147001934237,20.744061895551248,67.80664087685365,15.336308833011051,16.568007736943905,153.90264345583495,13.083724693745973,30.589169999999612,-96.3647199999991,99.97000000000082]",0
3104,4.334437898870886,22.645047864506623,36.32903780068729,15.89881688757988,13.097582228767797,199.28632793323516,10.386867329405982,33.62667000000024,-116.15944000000165,-35.970000000000184,"[4.334437898870886,22.645047864506623,36.32903780068729,15.89881688757988,13.097582228767797,199.28632793323516,10.386867329405982,33.62667000000024,-116.15944000000165,-35.970000000000184]",0
3721,12.316657017137578,16.93318087077351,76.27842751273738,15.135623552570747,14.430766558591932,147.75011579434923,10.360284275127368,33.92916999999967,-78.07471999999889,7.619999999999911,"[12.316657017137578,16.93318087077351,76.27842751273738,15.135623552570747,14.430766558591932,147.75011579434923,10.360284275127368,33.92916999999967,-78.07471999999889,7.619999999999911]",0
3734,9.483803061934596,14.931199257712844,73.35084667130596,14.835263859893404,12.137189747158434,139.85618186035722,7.694459522152626,37.52111000000046,-76.76471999999936,7.319999999999991,"[9.483803061934596,14.931199257712844,73.35084667130596,14.835263859893404,12.137189747158434,139.85618186035722,7.694459522152626,37.52111000000046,-76.76471999999936,7.319999999999991]",0
3919,5.8520108764385945,13.358460857468065,63.983369166561275,15.04989566207166,9.407898065005684,177.57177184772985,16.830164411281157,38.79999999999953,-97.65000000000056,390.75,"[5.8520108764385945,13.358460857468065,63.983369166561275,15.04989566207166,9.407898065005684,177.57177184772985,16.830164411281157,38.79999999999953,-97.65000000000056,390.75]",3
3940,12.24368027533826,17.600106812247798,73.72216947543318,14.818894493235307,14.550421314977457,134.88191312603846,9.479262995490146,32.32050000000034,-90.07770000000116,100.88999999999952,"[12.24368027533826,17.600106812247798,73.72216947543318,14.818894493235307,14.550421314977457,134.88191312603846,9.479262995490146,32.32050000000034,-90.07770000000116,100.88999999999952]",0
3029,-4.868032683050418,7.9954142386622795,49.609576893843425,15.683875728401416,2.315815809475551,120.0766404864454,8.528223967570302,35.657500000000155,-109.06139000000123,2054.050000000025,"[-4.868032683050418,7.9954142386622795,49.609576893843425,15.683875728401416,2.315815809475551,120.0766404864454,8.528223967570302,35.657500000000155,-109.06139000000123,2054.050000000025]",1
3976,13.084873895788006,19.203757521444125,71.08904109589041,14.867445269491851,15.674945589553198,106.89348354884137,7.21211496607348,30.83333000000016,-93.33333000000079,61.569999999999766,"[13.084873895788006,19.203757521444125,71.08904109589041,14.867445269491851,15.674945589553198,106.89348354884137,7.21211496607348,30.83333000000016,-93.33333000000079,61.569999999999766]",0
3923,7.892406465910571,13.739812280015638,72.06022682831443,15.331423543214802,10.672487289792734,161.83287706948246,18.079152001042903,37.616669999999644,-97.2666699999989,417.88000000000335,"[7.892406465910571,13.739812280015638,72.06022682831443,15.331423543214802,10.672487289792734,161.83287706948246,18.079152001042903,37.616669999999644,-97.2666699999989,417.88000000000335]",3
3927,10.51599795553284,19.496958855098388,59.87049578328648,15.46443521594694,14.361698185535392,170.25811397904423,17.15126884743166,32.89779999999984,-97.01890000000076,181.66000000000255,"[10.51599795553284,19.496958855098388,59.87049578328648,15.46443521594694,14.361698185535392,170.25811397904423,17.15126884743166,32.89779999999984,-97.01890000000076,181.66000000000255]",0
3970,9.69646677927928,18.87252956081081,59.270762950450454,18.011887668918988,13.728103885135143,159.28716216216216,14.64731770833334,32.968609999999906,-96.83638999999879,196.2899999999977,"[9.69646677927928,18.87252956081081,59.270762950450454,18.011887668918988,13.728103885135143,159.28716216216216,14.64731770833334,32.968609999999906,-96.83638999999879,196.2899999999977]",0
4111,-4.3079308323563925,5.560820633059791,56.40287221570926,15.198644783118501,1.013059788980073,192.09378663540446,15.564774325908571,41.27305999999972,-111.03055999999935,2177.4899999999916,"[-4.3079308323563925,5.560820633059791,56.40287221570926,15.198644783118501,1.013059788980073,192.09378663540446,15.564774325908571,41.27305999999972,-111.03055999999935,2177.4899999999916]",1
3059,9.272678888231816,18.43524541691307,61.0662329982259,15.30493199290369,13.330963926670625,120.30691898285039,11.31016203429923,30.58582999999999,-100.64860999999878,652.2700000000053,"[9.272678888231816,18.43524541691307,61.0662329982259,15.30493199290369,13.330963926670625,120.30691898285039,11.31016203429923,30.58582999999999,-100.64860999999878,652.2700000000053]",3
3030,2.888342696629214,13.721237125468171,54.311036985018724,15.713198735955158,8.149514279026219,178.2198033707865,18.031894897003763,36.681670000000615,-101.50527999999893,948.5400000000013,"[2.888342696629214,13.721237125468171,54.311036985018724,15.713198735955158,8.149514279026219,178.2198033707865,18.031894897003763,36.681670000000615,-101.50527999999893,948.5400000000013]",4
3162,-2.346662958843159,14.911611667284637,37.58138672599184,15.512470028426739,6.746180941787172,133.1664812754913,6.905981955258923,36.926110000000264,-111.44778000000103,1313.6899999999782,"[-2.346662958843159,14.911611667284637,37.58138672599184,15.512470028426739,6.746180941787172,133.1664812754913,6.905981955258923,36.926110000000264,-111.44778000000103,1313.6899999999782]",4
3058,4.07493721747866,17.009266700150683,49.334191361125065,15.749632722250233,10.244261677548971,142.33676544450026,12.170807383224505,31.382499999999784,-103.51082999999937,796.4399999999996,"[4.07493721747866,17.009266700150683,49.334191361125065,15.749632722250233,10.244261677548971,142.33676544450026,12.170807383224505,31.382499999999784,-103.51082999999937,796.4399999999996]",4
3192,2.8034717916924996,22.57673899566026,33.202603843769374,15.975199008059622,12.32752634841909,95.97644141351519,4.955253564786106,33.622780000000255,-111.91055999999911,460.25,"[2.8034717916924996,22.57673899566026,33.202603843769374,15.975199008059622,12.32752634841909,95.97644141351519,4.955253564786106,33.622780000000255,-111.91055999999911,460.25]",3
3978,6.651650743741686,13.542145362196154,65.79931067843754,15.199555568992716,9.937525698391585,157.42834683758616,11.430748579030107,36.34999999999967,-94.21667000000102,395.01999999999697,"[6.651650743741686,13.542145362196154,65.79931067843754,15.199555568992716,9.937525698391585,157.42834683758616,11.430748579030107,36.34999999999967,-94.21667000000102,395.01999999999697]",3
3720,8.370795734208368,15.387378413219267,66.27270596507677,15.30281905543195,11.799097621000818,113.96577991327786,7.152496777217858,35.23721999999996,-79.39110999999885,140.50999999999866,"[8.370795734208368,15.387378413219267,66.27270596507677,15.30281905543195,11.799097621000818,113.96577991327786,7.152496777217858,35.23721999999996,-79.39110999999885,140.50999999999866]",0
3813,11.832855443188592,16.751588340273646,76.46430696014278,14.37895716835225,14.08612135633551,136.2302201070791,8.039418798334319,32.684700000000326,-83.65269999999914,110.33999999999806,"[11.832855443188592,16.751588340273646,76.46430696014278,14.37895716835225,14.08612135633551,136.2302201070791,8.039418798334319,32.684700000000326,-83.65269999999914,110.33999999999806]",0
3908,14.344431760527652,20.17275494672755,72.6785261288686,14.926064180619083,16.694501522070023,108.8781075596144,7.255964611872142,30.520830000000192,-90.41750000000134,13.409999999999897,"[14.344431760527652,20.17275494672755,72.6785261288686,14.926064180619083,16.694501522070023,108.8781075596144,7.255964611872142,30.520830000000192,-90.41750000000134,13.409999999999897]",0
3893,6.883707646371541,11.804277554199661,74.32785927560691,14.099498896533891,9.35907438660262,152.0810073997144,9.550614046475392,39.13333000000036,-86.61667000000119,258.1700000000024,"[6.883707646371541,11.804277554199661,74.32785927560691,14.099498896533891,9.35907438660262,152.0810073997144,9.550614046475392,39.13333000000036,-86.61667000000119,258.1700000000024]",3
3167,9.611183819155274,17.435883402736458,64.31933372992266,15.181231409875165,13.353152885187393,133.9619274241523,6.716475312314094,33.922780000000486,-118.33417000000081,19.20000000000021,"[9.611183819155274,17.435883402736458,64.31933372992266,15.181231409875165,13.353152885187393,133.9619274241523,6.716475312314094,33.922780000000486,-118.33417000000081,19.20000000000021]",0
3195,-4.839970263907824,7.513560897038783,51.28788254243588,15.63574154379889,2.1099677859001345,101.8368231941519,9.147118696567953,35.94611000000048,-112.15471999999997,2013.5100000000077,"[-4.839970263907824,7.513560897038783,51.28788254243588,15.63574154379889,2.1099677859001345,101.8368231941519,9.147118696567953,35.94611000000048,-112.15471999999997,2013.5100000000077]",1
3708,11.006311579923501,15.656867972644044,77.49449403036976,14.528947490437103,13.19817433638577,129.89567636490088,8.292645763301259,35.460279999999564,-77.96472000000146,40.840000000000124,"[11.006311579923501,15.656867972644044,77.49449403036976,14.528947490437103,13.19817433638577,129.89567636490088,8.292645763301259,35.460279999999564,-77.96472000000146,40.840000000000124]",0
3709,8.946255299105045,14.36981276495527,73.7164390014131,14.83359809232229,11.700630004710316,98.37847385774847,5.466443711728679,35.653610000000256,-79.89499999999887,205.130000000002,"[8.946255299105045,14.36981276495527,73.7164390014131,14.83359809232229,11.700630004710316,98.37847385774847,5.466443711728679,35.653610000000256,-79.89499999999887,205.130000000002]",0
3932,6.906322207958919,15.584351732991012,61.202053915276,15.18687933247763,10.776456996148909,172.9775353016688,21.514138639281153,35.20999999999942,-99.12000000000077,595.8800000000037,"[6.906322207958919,15.584351732991012,61.202053915276,15.18687933247763,10.776456996148909,172.9775353016688,21.514138639281153,35.20999999999942,-99.12000000000077,595.8800000000037]",3
4781,5.4901618349051065,11.719350331819772,68.1386075212481,14.423882873442853,8.83026545581558,195.7492141110723,14.575301548492268,40.79389000000055,-73.10166999999875,30.180000000000213,"[5.4901618349051065,11.719350331819772,68.1386075212481,14.423882873442853,8.83026545581558,195.7492141110723,14.575301548492268,40.79389000000055,-73.10166999999875,30.180000000000213]",0
3012,-4.009245083029089,7.3914733246967375,51.73100930396891,15.901347897774224,2.1622011541632356,160.53527264162054,11.563598516075844,36.45000000000045,-105.66666999999994,2161.3400000000192,"[-4.009245083029089,7.3914733246967375,51.73100930396891,15.901347897774224,2.1622011541632356,160.53527264162054,11.563598516075844,36.45000000000045,-105.66666999999994,2161.3400000000192]",1
3996,12.591410225345284,17.327635086018898,76.59019869154349,14.076693724254977,14.62147443663677,120.14901865762054,8.8334492367337,32.3499999999998,-91.02777999999861,26.209999999999543,"[12.591410225345284,17.327635086018898,76.59019869154349,14.076693724254977,14.62147443663677,120.14901865762054,8.8334492367337,32.3499999999998,-91.02777999999861,26.209999999999543]",0
3730,10.141752876903405,15.553469719865163,73.10374288039056,14.62838254097418,12.705933976519812,152.77693827734512,8.176409392072527,37.23917000000048,-76.71611000000077,14.939999999999982,"[10.141752876903405,15.553469719865163,73.10374288039056,14.62838254097418,12.705933976519812,152.77693827734512,8.176409392072527,37.23917000000048,-76.71611000000077,14.939999999999982]",0
3810,7.872038953134504,14.066317711503347,69.64497869750457,14.18554351795504,11.02115642118076,119.20146074254413,6.280983566646374,35.74250000000023,-81.38190000000027,362.10000000000394,"[7.872038953134504,14.066317711503347,69.64497869750457,14.18554351795504,11.02115642118076,119.20146074254413,6.280983566646374,35.74250000000023,-81.38190000000027,362.10000000000394]",3
3856,10.297338425381916,15.796415981198587,72.66039952996475,14.724101057579405,12.810282021151583,142.89835487661574,10.126482961222086,34.643889999999615,-86.78611000000053,196.28999999999783,"[10.297338425381916,15.796415981198587,72.66039952996475,14.724101057579405,12.810282021151583,142.89835487661574,10.126482961222086,34.643889999999615,-86.78611000000053,196.28999999999783]",0
3858,11.489936945052118,16.796982370351298,74.7740316561575,14.566660661433623,13.993585124179651,144.9517436623343,8.740823574829488,33.966670000000285,-80.80000000000076,76.80999999999956,"[11.489936945052118,16.796982370351298,74.7740316561575,14.566660661433623,13.993585124179651,144.9517436623343,8.740823574829488,33.966670000000285,-80.80000000000076,76.80999999999956]",0
3969,9.045915262172294,17.791467696629216,61.38137874531835,15.179429424157412,12.898062968164785,150.3323970037453,11.497965238764042,32.21528000000027,-98.17749999999971,402.64000000000743,"[9.045915262172294,17.791467696629216,61.38137874531835,15.179429424157412,12.898062968164785,150.3323970037453,11.497965238764042,32.21528000000027,-98.17749999999971,402.64000000000743]",3
3049,3.400441791044782,16.755665671641804,48.17062686567164,15.636357014925482,9.917856716417905,159.90149253731343,13.32349014925373,30.383330000000296,-103.68332999999986,1315.2099999999891,"[3.400441791044782,16.755665671641804,48.17062686567164,15.636357014925482,9.917856716417905,159.90149253731343,13.32349014925373,30.383330000000296,-103.68332999999986,1315.2099999999891]",4
3726,7.109596156343332,12.876184911050514,69.74827944422802,14.962930138943085,10.1004090377873,187.39384495520062,13.572147123750169,39.00833000000033,-74.90806000000097,7.010000000000115,"[7.109596156343332,12.876184911050514,69.74827944422802,14.962930138943085,10.1004090377873,187.39384495520062,13.572147123750169,39.00833000000033,-74.90806000000097,7.010000000000115]",0
3967,5.58332365241635,11.783015799256507,68.55268355018588,14.630827137546547,8.659305297397763,182.43668680297398,13.46303148234201,38.849999999999554,-94.73917000000061,326.75,"[5.58332365241635,11.783015799256507,68.55268355018588,14.630827137546547,8.659305297397763,182.43668680297398,13.46303148234201,38.849999999999554,-94.73917000000061,326.75]",3
3034,-3.759069871603464,11.211981188414454,43.189534189310244,15.974166915497264,4.542661988653332,185.87832188713048,14.200559868617502,35.14500000000033,-106.79499999999874,1779.1199999999988,"[-3.759069871603464,11.211981188414454,43.189534189310244,15.974166915497264,4.542661988653332,185.87832188713048,14.200559868617502,35.14500000000033,-106.79499999999874,1779.1199999999988]",1
3027,-3.1767105572537027,9.689078297672227,48.11344932988479,15.480569597930971,3.8478485774747266,224.56560075241006,22.461202680460865,35.00277999999981,-105.66277999999907,2159.810000000036,"[-3.1767105572537027,9.689078297672227,48.11344932988479,15.480569597930971,3.8478485774747266,224.56560075241006,22.461202680460865,35.00277999999981,-105.66277999999907,2159.810000000036]",1
3702,10.743103048568459,15.570348904601847,76.53234032688073,13.663826359105236,13.005164019937396,95.02028515126928,5.122419149182791,35.0,-77.98167000000063,41.75999999999937,"[10.743103048568459,15.570348904601847,76.53234032688073,13.663826359105236,13.005164019937396,95.02028515126928,5.122419149182791,35.0,-77.98167000000063,41.75999999999937]",0
3894,9.457652540209361,14.601270104671936,73.71349246872606,14.28926091396485,11.860684197089611,150.4123053357161,9.569617692111304,36.623889999999804,-87.4194399999993,167.63999999999947,"[9.457652540209361,14.601270104671936,73.71349246872606,14.28926091396485,11.860684197089611,150.4123053357161,9.569617692111304,36.623889999999804,-87.4194399999993,167.63999999999947]",0
3937,14.865921952369707,19.872471115303,75.51202546569205,14.83953371846271,16.895319500117886,123.14371610469229,10.890742159867951,30.124719999999822,-93.22832999999946,2.7400000000000078,"[14.865921952369707,19.872471115303,75.51202546569205,14.83953371846271,16.895319500117886,123.14371610469229,10.890742159867951,30.124719999999822,-93.22832999999946,2.7400000000000078]",0
